id,specid,latabb,engname,latname,body.length,body.mass,wing.span,coordx,coordy,elev,rlength,nsurvey,forest,count141,count142,count143,date141,date142,date143,dur141,dur142,dur143,obs14
4823,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,976942,119276,750,6.2,3,26,2,1,0,17,45,68,195,200,175,295
4824,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,976942,151276,1250,6.1,3,32,0,0,0,36,56,76,260,305,230,375
4825,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,982942,63276,1250,4.5,3,66,0,0,0,25,44,67,365,375,345,361
4826,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,982942,79276,350,6.2,3,45,1,2,1,22,33,75,155,150,180,282
4827,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,982942,95276,750,4.1,3,44,0,0,0,22,45,67,200,225,240,178
4828,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,982942,111276,750,4.5,3,9,0,1,0,16,34,66,135,145,155,295
4829,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,982942,127276,550,6.9,3,31,1,1,1,22,49,64,215,230,200,176
4830,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,988942,71276,350,4.7,3,8,0,2,1,25,50,67,168,155,170,348
4831,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,988942,87276,1350,3.7,3,78,0,0,0,34,61,75,160,205,205,124
4832,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,988942,151276,550,5.7,3,37,0,0,0,17,49,63,240,285,300,153
4833,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,988942,167276,1150,4,3,18,0,0,0,48,61,83,165,150,165,378
4834,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,994942,63276,1450,6.6,3,54,0,0,0,49,71,79,255,255,255,77
4835,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,994942,111276,950,4.3,3,6,0,2,1,15,35,67,105,135,120,295
4836,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,994942,127276,650,4.7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4837,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,994942,143276,550,4.9,3,27,1,0,0,24,49,63,225,210,230,21
4838,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,994942,191276,850,5.3,3,56,0,0,1,24,46,69,255,270,255,217
4839,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,39276,1250,5.6,3,66,0,0,0,24,46,67,190,210,210,123
4840,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,55276,450,6.7,3,5,3,0,1,21,49,69,290,240,280,367
4841,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,87276,1250,4,3,51,0,0,0,35,47,88,245,245,245,354
4842,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,103276,1150,5.1,3,43,0,0,0,23,40,62,255,250,225,363
4843,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,119276,750,6.5,3,40,0,1,0,24,54,70,300,275,230,9
4844,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,135276,550,5.2,3,5,0,2,1,21,41,62,130,145,140,249
4845,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,151276,450,5.5,3,3,0,0,0,26,31,48,165,130,135,291
4846,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,167276,1250,5.6,3,52,0,0,0,33,54,68,210,230,215,141
4847,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,183276,950,4.5,3,38,0,0,1,16,48,72,240,230,210,303
4848,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1000942,199276,550,3.9,3,49,0,0,0,15,42,58,220,215,185,361
4849,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1006942,31276,1850,5.3,2,15,0,0,NA,71,80,NA,300,315,NA,361
4850,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1006942,39276,1950,4.8,3,62,0,0,0,64,84,94,260,243,197,266
4851,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1006942,63276,1050,3.6,3,82,0,0,0,25,50,81,212,225,220,354
4852,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1006942,80276,2050,4.7,2,0,1,2,NA,68,75,NA,255,315,NA,286
4853,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1006942,95276,1250,6,3,29,8,0,1,26,45,66,335,320,310,361
4854,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1006942,175276,750,6.3,3,5,0,0,0,31,65,73,190,240,192,68
4855,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1012942,47276,2250,3.6,2,0,0,1,NA,48,90,NA,275,350,NA,354
4856,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1012942,55276,1750,4.1,3,58,0,0,0,46,65,76,150,135,220,74
4857,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1012942,71276,2250,4.1,2,0,0,0,NA,69,107,NA,145,150,NA,123
4858,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1012942,87276,1150,2.6,3,34,0,0,0,25,38,50,225,240,225,45
4859,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1012942,119276,1150,3.3,3,98,0,0,0,39,61,76,195,240,180,358
4860,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1012942,135276,650,4,3,33,0,0,0,19,40,55,145,190,235,122
4861,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1012942,151276,550,6.9,3,53,0,0,0,25,36,52,195,200,245,278
4862,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1018942,95276,1850,6.6,3,17,2,1,2,40,55,68,340,300,300,382
4863,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1018942,127276,950,5.3,3,16,0,0,0,16,50,59,190,280,230,361
4864,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1018942,159276,550,4.3,3,60,0,0,0,18,36,51,255,265,230,146
4865,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1018942,191276,450,6.1,3,2,0,0,0,34,55,68,195,195,225,156
4866,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1024942,63276,1450,5.5,3,52,0,0,0,36,49,92,308,318,270,354
4867,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1024942,71276,850,6.9,3,58,0,0,0,15,39,71,215,285,260,51
4868,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1024942,87276,1450,6.4,3,50,0,0,0,34,40,61,280,290,270,45
4869,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1024942,103276,1850,4.5,2,12,0,2,NA,51,64,NA,195,195,NA,132
4870,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1024942,119276,1450,4.5,3,29,1,0,0,55,67,80,360,315,360,34
4871,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1024942,151276,550,4.9,3,16,2,2,0,24,40,54,200,190,200,27
4872,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1024942,167276,550,3.2,3,83,0,0,0,17,35,50,240,180,225,146
4873,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1024942,199276,750,4,3,79,0,0,0,34,49,63,180,150,185,57
4874,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1029942,48276,1750,6,3,51,1,0,0,47,67,81,295,320,300,116
4875,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1030942,71276,650,6.5,3,8,0,0,0,15,38,64,180,180,180,51
4876,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1030942,111276,950,4.2,3,45,0,0,0,25,58,81,240,285,270,95
4877,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1030942,175276,550,6.3,3,5,0,0,0,18,34,55,179,175,179,138
4878,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1030942,191276,750,4.8,3,64,1,1,0,36,47,62,210,220,215,210
4879,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1030942,207276,350,3.4,3,14,1,0,1,15,41,55,235,230,265,174
4880,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1036942,55276,2750,1.9,2,0,0,0,NA,87,102,NA,165,150,NA,144
4881,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1036942,87276,2450,4.3,2,0,0,0,NA,83,94,NA,280,255,NA,24
4882,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1036942,119276,650,5.3,3,0,0,0,0,15,22,54,120,135,130,45
4883,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1036942,135276,650,5.3,3,30,0,0,0,22,40,63,270,270,270,10
4884,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1036942,151276,750,6.9,3,17,0,0,0,15,36,61,155,135,175,254
4885,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1036942,167276,450,4.6,3,65,0,0,1,23,44,64,225,255,225,95
4886,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1036942,199276,350,6.5,3,30,0,1,1,21,41,62,288,254,311,364
4887,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1036942,215276,250,4.2,3,0,2,0,1,18,47,67,208,214,184,26
4888,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1041942,110276,1950,6.2,2,5,1,1,NA,65,70,NA,345,300,NA,71
4889,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1041942,192276,950,9,3,55,1,0,0,17,34,62,300,305,310,49
4890,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1042942,40276,2350,7.1,2,0,0,2,NA,74,96,NA,345,330,NA,148
4891,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1042942,63276,2650,2.3,2,0,0,0,NA,71,83,NA,135,120,NA,231
4892,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1042942,79276,2450,4.1,2,0,1,1,NA,70,106,NA,160,200,NA,369
4893,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1042942,95276,1350,5.8,3,66,1,0,0,31,49,76,255,265,305,113
4894,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1042942,127276,750,5.7,3,8,1,0,0,17,36,50,255,240,225,327
4895,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1042942,175276,450,7.6,3,75,0,0,0,26,48,69,300,330,320,245
4896,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1042942,207276,450,8.4,3,68,1,0,1,26,40,62,210,240,215,18
4897,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1048942,39276,1950,4.6,3,72,0,0,0,54,60,76,210,240,210,374
4898,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1048942,71276,1550,5.3,3,95,0,0,0,36,50,64,265,295,260,287
4899,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1048942,79276,1850,5.7,3,57,2,0,0,38,59,80,245,290,280,234
4900,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1048942,103276,1250,4,3,64,0,0,0,35,48,64,300,300,305,327
4901,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1048942,119276,1350,4.9,3,44,0,0,0,40,51,69,275,255,230,360
4902,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1048942,135276,850,4.8,3,44,0,0,0,15,34,48,195,210,195,132
4903,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1048942,151276,750,5.6,3,34,0,0,0,18,33,68,225,225,240,232
4904,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1048942,167276,650,6.4,3,21,2,2,2,31,50,68,240,285,255,117
4905,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1048942,183276,450,5.9,3,23,0,1,0,18,40,68,105,135,145,143
4906,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1054942,45276,2350,6.2,2,1,2,1,NA,62,73,NA,304,340,NA,376
4907,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1054942,63276,1650,5,3,43,0,1,0,33,45,65,270,270,285,86
4908,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1054942,87276,2050,4.1,3,30,0,0,0,51,72,94,280,220,230,144
4909,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1054942,143276,750,4.8,3,26,0,0,1,24,38,68,210,255,240,90
4910,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1054942,159276,750,5.6,3,7,0,0,0,15,47,55,190,195,180,64
4911,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1054942,175276,450,5.7,3,87,0,0,0,22,45,68,225,240,270,95
4912,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1054942,191276,850,4.8,3,49,0,2,1,17,48,62,240,295,295,139
4913,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1054942,207276,450,7.6,3,39,0,0,0,23,47,63,240,255,255,2
4914,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1060942,71276,1050,5.4,3,93,0,0,0,26,45,62,280,280,275,36
4915,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1060942,103276,1450,4.7,3,48,0,0,0,39,72,98,280,275,285,95
4916,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1060942,135276,850,5.7,3,11,2,2,0,17,40,58,215,225,225,331
4917,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1060942,151276,1250,4.8,3,73,0,0,0,29,36,46,240,255,251,239
4918,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1060942,199276,550,5.9,3,12,0,1,1,29,49,63,150,195,180,100
4919,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1066942,55276,2750,6.6,2,0,0,0,NA,92,97,NA,310,290,NA,380
4920,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1066942,63276,2450,4.5,2,0,0,0,NA,82,106,NA,235,250,NA,336
4921,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1066942,79276,1450,5.6,3,42,0,0,0,35,47,62,290,300,295,336
4922,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1066942,127276,1450,6,3,26,3,0,0,38,52,63,225,220,220,331
4923,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1066942,143276,750,3.2,3,13,0,1,0,20,47,70,135,150,135,232
4924,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1066942,175276,450,4.5,3,2,2,3,1,16,38,76,120,135,120,372
4925,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1068942,112276,2050,4.4,2,15,2,0,NA,58,68,NA,240,195,NA,239
4926,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1072942,63276,2050,5.8,3,54,0,0,0,51,67,81,280,280,280,287
4927,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1072942,71276,1750,5.5,3,74,0,0,0,54,67,79,250,240,240,233
4928,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1072942,119276,1650,4.3,3,45,1,0,1,26,35,55,205,180,250,45
4929,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1072942,127276,1950,5.2,2,0,0,2,NA,74,95,NA,300,300,NA,381
4930,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1072942,167276,650,5.9,3,61,0,0,0,20,40,62,260,255,255,98
4931,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1072942,183276,550,5.5,3,33,0,0,0,23,49,83,240,270,270,324
4932,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1072942,199276,650,3.5,3,54,0,0,0,17,38,62,190,200,190,19
4933,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1078942,87276,1350,3.5,3,69,0,0,0,18,40,67,240,240,240,350
4934,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1078942,143276,1250,6.2,3,47,0,0,0,23,40,69,245,225,265,60
4935,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1078942,159276,650,6.5,3,5,2,0,0,15,34,55,150,145,135,355
4936,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1078942,207276,450,7.7,3,36,1,1,0,34,54,65,250,235,285,255
4937,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1084942,79276,1950,4.8,3,60,0,1,0,67,79,89,330,315,330,362
4938,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1084942,119276,750,6.1,3,72,1,0,0,17,46,63,265,290,195,361
4939,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1084942,151276,1050,4.8,3,29,0,0,0,26,40,55,265,265,270,227
4940,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1084942,167276,650,5.6,3,7,0,0,1,16,40,63,215,225,255,84
4941,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1084942,183276,450,4.3,3,7,0,0,0,26,40,69,195,195,195,269
4942,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1084942,199276,350,4.3,3,13,1,4,1,20,41,62,165,150,165,110
4943,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1084942,215276,350,8.3,3,2,2,0,0,20,40,58,220,205,185,83
4944,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1090942,95276,1350,5.4,3,16,0,0,0,60,75,86,255,255,285,356
4945,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1090942,143276,550,4.1,3,62,0,0,0,18,33,48,240,240,260,214
4946,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1090942,159276,450,7.1,3,9,1,1,0,17,40,69,380,365,335,273
4947,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1090942,191276,450,7.9,3,37,0,0,1,17,40,61,220,225,245,306
4948,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1091942,126276,2150,4.9,2,0,0,2,NA,80,87,NA,300,360,NA,349
4949,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1096942,199276,550,5.7,3,71,0,0,0,27,40,67,240,205,225,328
4950,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1102942,71276,1950,4.8,3,41,0,0,0,71,79,86,310,310,315,50
4951,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1102942,127276,1550,3.4,2,19,0,0,NA,79,104,NA,300,285,NA,95
4952,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1102942,159276,650,6.7,3,24,0,0,0,23,38,72,165,180,180,197
4953,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1102942,175276,450,6,3,10,1,2,4,19,40,48,155,177,215,82
4954,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1102942,207276,450,6.1,3,0,1,3,1,18,48,67,187,170,158,252
4955,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1102942,223276,450,5.7,3,70,0,0,0,18,40,61,215,215,235,89
4956,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1103942,141276,1850,3.5,2,1,1,0,NA,62,80,NA,225,230,NA,243
4957,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1105942,71276,1450,6.6,3,46,1,0,0,40,61,78,330,360,340,88
4958,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1105942,83276,2250,5.7,2,0,1,2,NA,105,106,NA,355,330,NA,88
4959,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1108942,95276,1850,5.9,3,45,0,0,0,75,82,89,200,195,210,142
4960,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1108942,183276,450,4.2,3,18,0,2,0,48,55,62,225,255,270,193
4961,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1108942,215276,450,7.5,3,20,1,0,0,15,49,64,165,180,180,330
4962,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1108942,231276,750,5,3,99,0,0,0,15,48,64,140,150,150,290
4963,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1110942,102276,2050,5.7,2,0,0,0,NA,87,103,NA,180,180,NA,142
4964,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1111942,62276,1350,6,3,62,0,0,0,31,68,88,315,325,305,219
4965,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1114942,111276,1850,5.5,2,5,1,0,NA,50,62,NA,225,225,NA,72
4966,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1114942,151276,450,5,3,3,0,0,0,26,35,48,160,155,150,385
4967,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1114942,159276,850,6.1,3,20,0,0,1,24,50,62,245,285,240,226
4968,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1114942,175276,650,6.1,3,36,0,0,0,15,38,55,250,300,315,112
4969,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1114942,191276,650,5.4,3,19,0,0,0,50,58,74,230,275,210,193
4970,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1116942,83276,1750,4.1,3,35,0,0,0,60,68,78,240,245,260,50
4971,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1118942,98276,1550,8.4,3,78,0,0,0,40,54,69,280,280,270,142
4972,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1120942,63276,850,3.7,3,87,0,0,0,16,36,59,240,240,250,228
4973,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1120942,95276,1750,4.2,3,80,0,0,0,54,73,96,135,300,285,333
4974,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1120942,135276,1250,5.8,3,51,0,0,0,25,38,67,210,240,225,105
4975,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1120942,143276,1850,1.4,2,0,1,2,NA,78,92,NA,265,235,NA,361
4976,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1120942,167276,950,4.7,3,21,0,0,0,25,51,60,150,180,180,72
4977,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1120942,183276,550,6.1,3,11,1,0,0,23,50,62,360,300,360,343
4978,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1120942,215276,450,4.7,3,29,0,0,0,18,52,67,150,165,180,330
4979,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1120942,231276,450,4,3,55,0,0,1,16,36,58,160,150,160,191
4980,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1121942,69276,450,7.2,3,54,0,0,0,16,36,60,235,220,270,338
4981,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1122942,102276,2350,3.4,2,0,0,0,NA,83,96,NA,169,115,NA,338
4982,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1126942,111276,1850,6.9,2,32,0,1,NA,69,94,NA,285,280,NA,199
4983,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1126942,143276,1350,4.5,3,32,0,0,1,36,50,60,230,225,215,199
4984,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1126942,207276,450,5.3,3,3,0,0,0,21,38,59,130,150,170,262
4985,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1129942,61276,1150,4.3,3,82,0,0,0,24,40,61,220,205,215,64
4986,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1129942,73276,850,4.6,3,58,0,0,0,21,49,71,175,243,265,219
4987,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1132942,95276,1950,4.4,3,36,0,0,0,60,75,101,260,280,240,333
4988,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1132942,119276,1650,5,3,86,0,0,0,71,83,100,260,240,220,384
4989,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1132942,167276,1250,4.6,3,75,0,0,0,18,36,67,220,255,215,12
4990,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1132942,215276,350,5.8,3,23,0,2,2,22,36,64,300,300,300,52
4991,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1133942,77276,2050,3.4,2,15,1,0,NA,77,100,NA,135,130,NA,338
4992,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1133942,153276,1850,3.8,2,0,1,0,NA,65,75,NA,285,295,NA,285
4993,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1134942,102276,2250,5.2,2,0,1,1,NA,92,104,NA,215,215,NA,377
4994,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1137942,42276,750,5,3,59,0,0,1,16,31,59,225,230,230,365
4995,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1137942,87276,1950,5.5,3,58,0,0,0,48,61,74,255,240,240,81
4996,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1138942,47276,950,6.2,3,71,0,0,0,18,40,71,195,240,180,162
4997,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1138942,95276,1650,6.4,3,43,0,0,0,36,49,58,280,255,265,50
4998,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1138942,143276,2150,1.2,2,0,0,0,NA,70,89,NA,180,165,NA,313
4999,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1138942,191276,850,6.7,3,69,0,0,0,23,51,77,298,265,278,40
5000,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1138942,207276,450,4.6,3,6,0,0,0,15,38,60,210,210,210,201
5001,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1138942,223276,550,5.1,3,67,0,0,0,15,37,54,290,315,325,52
5002,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1140942,58276,250,5.3,3,13,0,0,0,17,42,70,190,210,260,219
5003,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1142942,49276,950,5.1,3,72,0,0,0,17,39,72,190,180,205,162
5004,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1144942,23276,350,5,3,42,0,0,0,16,35,58,180,225,220,6
5005,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1144942,47276,550,5.3,3,72,0,0,0,18,34,55,255,270,270,73
5006,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1144942,63276,1350,3.7,3,79,0,0,0,30,58,86,200,200,190,219
5007,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1144942,71276,250,5.5,3,47,0,0,0,25,37,56,180,200,210,81
5008,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1144942,119276,2050,4.2,3,26,1,1,1,67,81,92,300,300,300,310
5009,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1144942,183276,1150,6,3,56,0,0,0,29,47,69,285,300,310,99
5010,1480,FALTIN,Common Kestrel,Falco tinnunculus,34,240,75,1147942,32276,1450,5.4,3,20,0,0,1,35,58,85,255,300,290,333
